ID	Demand	x	y	Fcand	Fcost	Fcap
651	293	503229.25	3849117.25	0	0	0
652	292	503419.375	3849117.25	0	0	0
653	295	502847.3438	3849348.5	0	0	0
654	293	503038.5938	3849348.5	0	0	0
655	293	503229.25	3849348.5	0	0	0
656	292	503419.3438	3849348.5	0	0	0
657	206	502084.5938	3848423.75	0	0	0
658	205	502275.9063	3848423.75	0	0	0
659	205	502466.5625	3848423.75	0	0	0
660	204	502656.8125	3848423.75	0	0	0
661	206	502084.6563	3847730.5	0	100000000	50000
662	205	502275.875	3847730.5	0	0	0
663	205	502466.5625	3847730.5	0	0	0
664	204	502656.9063	3847730.5	0	0	0
665	206	502084.6563	3847961.5	0	0	0
666	205	502275.875	3847961.5	0	0	0
667	205	502466.5625	3847961.5	0	0	0
668	204	502656.875	3847961.5	0	0	0
669	207	502084.625	3848192.75	0	0	0
670	205	502275.875	3848192.75	0	0	0
671	205	502466.5625	3848192.75	0	0	0
672	204	502656.8438	3848192.75	0	0	0
673	912	502084.5625	3848655	0	100000000	90000
674	905	502275.875	3848655	0	0	0
675	905	502466.5625	3848655	0	0	0
676	900	502656.7813	3848655	0	0	0
677	911	502084.5313	3848886.25	0	0	0
678	905	502275.875	3848886.25	0	0	0
679	905	502466.5625	3848886.25	0	0	0
680	900	502656.75	3848886.25	0	0	0
681	911	502084.5313	3849117.25	0	0	0
682	905	502275.875	3849117.25	0	0	0
683	905	502466.5625	3849117.25	0	0	0
684	900	502656.7188	3849117.25	0	0	0
685	911	502084.5	3849348.5	0	0	0
686	904	502275.9063	3849348.5	0	0	0
687	905	502466.5625	3849348.5	0	0	0
688	899	502656.6875	3849348.5	0	0	0
689	174	501321.875	3848654.75	0	0	0
690	172	501513.1875	3848654.75	0	0	0
691	172	501703.875	3848655	0	0	0
692	171	501893.9063	3848655	0	0	0
693	173	501321.8438	3848886.25	0	0	0
694	172	501513.1875	3848886.25	0	0	0
695	172	501703.875	3848886.25	0	0	0
696	171	501893.875	3848886.25	0	0	0
697	174	501321.8438	3849117.25	0	0	0
698	172	501513.1875	3849117.25	0	0	0
699	172	501703.875	3849117.25	0	0	0
700	171	501893.8438	3849117.25	0	0	0
701	173	501321.8125	3849348.25	0	0	0
702	172	501513.1875	3849348.25	0	100000000	50000
703	172	501703.875	3849348.5	0	0	0
704	171	501893.8125	3849348.5	0	0	0
705	22	500559	3848423.75	0	0	0
706	22	500750.5	3848423.75	0	0	0
707	22	500941.1875	3848423.75	0	0	0
708	22	501131.2188	3848423.75	0	0	0
709	22	500559.0313	3847730.25	0	0	0
710	22	500750.5	3847730.5	0	0	0
711	22	500941.1563	3847730.5	0	0	0
712	22	501131.25	3847730.5	0	0	0
713	22	500559	3847961.5	0	0	0
714	22	500750.5	3847961.5	0	0	0
715	22	500941.1875	3847961.5	0	0	0
716	22	501131.25	3847961.5	0	0	0
717	22	500559	3848192.75	0	0	0
718	22	500750.5	3848192.75	0	0	0
719	22	500941.1875	3848192.75	0	0	0
720	22	501131.2188	3848192.75	0	100000000	50000
721	66	499033.4063	3848423.75	0	0	0
722	65	499225.0938	3848423.75	0	0	0
723	65	499415.7813	3848423.75	0	0	0
724	65	499605.625	3848423.75	0	0	0
725	66	499033.375	3847730.5	0	0	0
726	65	499225.0938	3847730.5	0	0	0
727	65	499415.7813	3847730.25	0	0	0
728	65	499605.5938	3847730.25	0	0	0
729	66	499033.375	3847961.5	0	0	0
730	65	499225.0938	3847961.5	0	0	0
731	65	499415.7813	3847961.5	0	0	0
732	65	499605.5938	3847961.5	0	0	0
733	66	499033.4063	3848192.75	0	0	0
734	65	499225.0938	3848192.75	0	0	0
735	65	499415.7813	3848192.75	0	0	0
736	65	499605.625	3848192.75	0	100000000	50000
737	43	500559	3848654.75	0	0	0
738	43	500750.5	3848654.75	0	0	0
739	43	500941.1563	3848654.75	0	0	0
740	43	501131.1875	3848654.75	0	0	0
741	43	500559	3848886.25	0	0	0
742	43	500750.5	3848886.25	0	0	0
743	43	500941.1875	3848886.25	0	0	0
744	43	501131.1875	3848886.25	0	0	0
745	43	500558.9688	3849117.25	0	0	0
746	43	500750.5	3849117.25	0	0	0
747	43	500941.1875	3849117.25	0	0	0
748	43	501131.1563	3849117.25	0	0	0
749	43	500558.9688	3849348.25	0	0	0
750	43	500750.5	3849348.25	0	0	0
751	43	500941.1875	3849348.25	0	0	0
752	43	501131.1563	3849348.25	0	0	0
753	31	499796.2813	3848654.75	0	0	0
754	30	499987.8125	3848654.75	0	0	0
755	30	500178.4688	3848654.75	0	0	0
756	30	500368.3125	3848654.75	0	100000000	50000
757	31	499796.3125	3848886.25	0	0	0
758	30	499987.8125	3848886.25	0	0	0
759	30	500178.4688	3848886.25	0	0	0
760	30	500368.3125	3848886.25	0	0	0
761	31	499796.3125	3849117.25	0	0	0
762	30	499987.8125	3849117.25	0	0	0
763	30	500178.4688	3849117.25	0	0	0
764	30	500368.3125	3849117.25	0	0	0
765	31	499796.3125	3849348.25	0	0	0
766	30	499987.8125	3849348.25	0	0	0
767	30	500178.4688	3849348.25	0	0	0
768	30	500368.3125	3849348.25	0	0	0
769	39	499033.4063	3848654.75	0	0	0
770	39	499225.0938	3848654.75	0	0	0
771	39	499415.7813	3848654.75	0	0	0
772	38	499605.625	3848654.75	0	0	0
773	39	499033.4375	3848886.25	0	0	0
774	39	499225.0938	3848886.25	0	0	0
775	39	499415.7813	3848886.25	0	0	0
776	38	499605.625	3848886.25	0	0	0
777	39	499033.4375	3849117.25	0	0	0
778	39	499225.0938	3849117.25	0	0	0
779	39	499415.7813	3849117.25	0	0	0
780	38	499605.625	3849117.25	0	0	0
781	39	499033.4688	3849348.25	0	0	0
782	39	499225.0938	3849348.25	0	100000000	50000
783	39	499415.7813	3849348.25	0	0	0
784	38	499605.625	3849348.25	0	0	0
785	32	498270.6875	3848423.75	0	0	0
786	31	498462.4063	3848423.75	0	0	0
787	31	498653.0938	3848423.75	0	0	0
788	31	498842.7188	3848423.75	0	0	0
789	32	498270.625	3847730.5	0	0	0
790	31	498462.4063	3847730.5	0	100000000	50000
791	31	498653.0938	3847730.5	0	0	0
792	31	498842.6875	3847730.5	0	0	0
793	32	498270.6563	3847961.5	0	0	0
794	31	498462.4063	3847961.5	0	0	0
795	31	498653.0938	3847961.5	0	0	0
796	31	498842.7188	3847961.5	0	0	0
797	32	498270.6563	3848192.75	0	0	0
798	31	498462.4063	3848192.75	0	0	0
799	31	498653.0938	3848192.75	0	0	0
800	31	498842.7188	3848192.75	0	0	0
801	26	498270.7188	3848655	0	0	0
802	26	498462.4063	3848654.75	0	0	0
803	26	498653.0938	3848654.75	0	0	0
804	26	498842.75	3848654.75	0	0	0
805	26	498270.75	3848886.25	0	0	0
806	26	498462.4063	3848886.25	0	100000000	50000
807	26	498653.0938	3848886.25	0	0	0
808	26	498842.75	3848886.25	0	0	0
809	26	498270.75	3849117.25	0	0	0
810	26	498462.4063	3849117.25	0	0	0
811	26	498653.0938	3849117.25	0	0	0
812	26	498842.7813	3849117.25	0	0	0
813	26	498270.7813	3849348.5	0	0	0
814	26	498462.4063	3849348.25	0	0	0
815	26	498653.0938	3849348.25	0	0	0
816	26	498842.7813	3849348.25	0	0	0
817	72	495792.0625	3850735.5	0	0	0
818	75	495410.5625	3850963.25	0	0	0
819	73	495602.3125	3850966.5	0	0	0
820	72	495792.0938	3850966.5	0	0	0
821	73	495220.5313	3851198.25	0	0	0
822	73	495411.625	3851198	0	0	0
823	73	495602.3125	3851198	0	0	0
824	72	495792.1563	3851198	0	0	0
825	54	498270.8125	3849579.5	0	0	0
826	53	498462.4063	3849579.5	0	0	0
827	53	498653.0938	3849579.5	0	0	0
828	53	498842.8125	3849579.5	0	0	0
829	54	498270.8438	3849810.75	0	0	0
830	53	498462.4063	3849810.75	0	0	0
831	53	498653.0938	3849810.75	0	100000000	50000
832	53	498842.8125	3849810.75	0	0	0
833	54	498270.8438	3850042	0	0	0
834	53	498462.4063	3850042	0	0	0
835	53	498653.0938	3850042	0	0	0
836	53	498842.8125	3850042	0	0	0
837	54	498270.875	3850272.75	0	0	0
838	53	498462.4063	3850272.75	0	0	0
839	53	498653.0938	3850272.75	0	0	0
840	53	498842.8438	3850272.75	0	0	0
841	20	497507.9688	3849579.5	0	0	0
842	20	497699.7188	3849579.5	0	100000000	50000
843	20	497890.4063	3849579.5	0	0	0
844	20	498080.125	3849579.5	0	0	0
845	20	497508	3849810.75	0	0	0
846	20	497699.7188	3849810.75	0	0	0
847	20	497890.4063	3849810.75	0	0	0
848	20	498080.1563	3849810.75	0	0	0
849	20	497508.0313	3850042	0	0	0
850	20	497699.7188	3850042	0	0	0
851	20	497890.4063	3850042	0	0	0
852	20	498080.1875	3850042	0	0	0
853	20	497508.0625	3850273	0	100000000	50000
854	20	497699.7188	3850273	0	0	0
855	20	497890.375	3850272.75	0	0	0
856	20	498080.1875	3850272.75	0	0	0
857	55	496937.0313	3849579.75	0	0	0
858	55	497127.6875	3849579.75	0	0	0
859	54	497317.3125	3849579.75	0	0	0
860	55	496746.3438	3849810.75	0	100000000	50000
861	55	496937.0313	3849810.75	0	0	0
862	55	497127.6875	3849810.75	0	0	0
863	54	497317.3438	3849810.75	0	0	0
864	55	496746.3438	3850042	0	0	0
865	55	496937.0313	3850042	0	0	0
866	55	497127.6875	3850042	0	0	0
867	54	497317.375	3850042	0	0	0
868	55	496745.9063	3850273.25	0	0	0
869	55	496937.0313	3850273	0	0	0
870	55	497127.6875	3850273	0	0	0
871	54	497317.4063	3850273	0	0	0
872	59	498270.9063	3850504	0	0	0
873	59	498462.4063	3850504	0	0	0
874	59	498653.0938	3850504	0	0	0
875	58	498842.8438	3850504	0	0	0
876	59	498270.9375	3850735.5	0	0	0
877	59	498462.4063	3850735.5	0	0	0
878	59	498653.0938	3850735.5	0	0	0
879	58	498842.875	3850735.5	0	0	0
880	59	498270.9375	3850966.5	0	0	0
881	59	498462.4063	3850966.5	0	100000000	50000
882	59	498653.0938	3850966.5	0	0	0
883	58	498842.875	3850966.5	0	0	0
884	59	498270.9688	3851197.5	0	0	0
885	58	498462.4063	3851197.5	0	0	0
886	58	498653.0938	3851197.5	0	0	0
887	58	498842.875	3851197.5	0	0	0
888	74	496745.4688	3850504.25	0	0	0
889	74	496937.0313	3850504.25	0	0	0
890	74	497127.6875	3850504.25	0	0	0
891	73	497317.4375	3850504	0	0	0
892	74	496745.5313	3850735.5	0	0	0
893	74	496937.0313	3850735.5	0	0	0
894	74	497127.6875	3850735.5	0	0	0
895	73	497317.4688	3850735.5	0	0	0
896	74	496745.5625	3850966.5	0	0	0
897	74	496937.0313	3850966.5	0	0	0
898	74	497127.6875	3850966.5	0	0	0
899	73	497317.5	3850966.5	0	0	0
900	74	496745.5938	3851197.75	0	0	0
901	73	496937.0313	3851197.75	0	0	0
902	73	497127.6875	3851197.75	0	0	0
903	73	497317.5313	3851197.5	0	0	0
904	108	500558.9688	3849579.5	0	0	0
905	107	500750.5	3849579.5	0	0	0
906	107	500941.1563	3849579.5	0	0	0
907	107	501131.125	3849579.5	0	0	0
908	108	500558.9688	3849810.75	0	0	0
909	107	500750.5	3849810.75	0	0	0
910	107	500941.1875	3849810.75	0	0	0
911	106	501131.125	3849810.75	0	0	0
912	108	500558.9688	3850042	0	0	0
913	107	500750.5	3850042	0	0	0
914	107	500941.1875	3850042	0	0	0
915	106	501131.0938	3850042	0	0	0
916	108	500558.9688	3850272.75	0	0	0
917	107	500750.5	3850272.75	0	0	0
918	107	500941.1875	3850272.75	0	0	0
919	106	501131.0938	3850272.75	0	0	0
920	103	499796.3125	3849579.5	0	0	0
921	102	499987.8125	3849579.5	0	0	0
922	102	500178.4688	3849579.5	0	0	0
923	101	500368.3125	3849579.5	0	0	0
924	103	499796.3125	3849810.75	0	0	0
925	102	499987.8125	3849810.75	0	0	0
926	102	500178.4688	3849810.75	0	0	0
927	101	500368.2813	3849810.75	0	0	0
928	103	499796.3125	3850042	0	0	0
929	102	499987.8125	3850042	0	0	0
930	102	500178.4688	3850042	0	100000000	50000
931	101	500368.2813	3850042	0	0	0
932	102	499796.3125	3850272.75	0	0	0
933	101	499987.8125	3850272.75	0	0	0
934	101	500178.4688	3850272.75	0	0	0
935	100	500368.2813	3850272.75	0	0	0
936	178	499033.4688	3849579.5	0	0	0
937	176	499225.0938	3849579.5	0	0	0
938	176	499415.7813	3849579.5	0	0	0
939	174	499605.625	3849579.5	0	0	0
940	177	499033.5	3849810.75	0	0	0
941	176	499225.0938	3849810.75	0	0	0
942	176	499415.7813	3849810.75	0	0	0
943	174	499605.625	3849810.75	0	0	0
944	177	499033.5	3850042	0	0	0
945	176	499225.0938	3850042	0	0	0
946	176	499415.7813	3850042	0	100000000	50000
947	174	499605.6563	3850042	0	0	0
948	177	499033.5	3850272.75	0	0	0
949	175	499225.0938	3850272.75	0	0	0
950	175	499415.7813	3850272.75	0	0	0
951	174	499605.6563	3850272.75	0	0	0
952	245	500558.9375	3850504	0	0	0
953	243	500750.5	3850504	0	0	0
954	243	500941.1563	3850504	0	0	0
955	241	501131.0625	3850504	0	0	0
956	245	500558.9375	3850735.5	0	0	0
957	242	500750.5	3850735.5	0	0	0
958	242	500941.1875	3850735.5	0	0	0
959	240	501131.0625	3850735.5	0	0	0
960	245	500558.9375	3850966.5	0	0	0
961	242	500750.5	3850966.5	0	0	0
962	242	500941.1875	3850966.5	0	0	0
963	240	501131.0313	3850966.5	0	0	0
964	244	500558.9375	3851197.5	0	0	0
965	242	500750.5	3851197.5	0	0	0
966	242	500941.1875	3851197.5	0	0	0
967	240	501131.0313	3851197.5	0	0	0
968	151	499033.5313	3850504	0	0	0
969	149	499225.0938	3850504	0	0	0
970	149	499415.7813	3850504	0	0	0
971	148	499605.6563	3850504	0	0	0
972	150	499033.5313	3850735.5	0	0	0
973	149	499225.0938	3850735.5	0	0	0
974	149	499415.7813	3850735.5	0	0	0
975	147	499605.6563	3850735.5	0	0	0
976	150	499033.5625	3850966.5	0	0	0
977	149	499225.0938	3850966.5	0	0	0
978	149	499415.7813	3850966.5	0	0	0
979	147	499605.6563	3850966.5	0	0	0
980	150	499033.5625	3851197.5	0	0	0
981	148	499225.0938	3851197.5	0	0	0
982	148	499415.7813	3851197.5	0	0	0
983	147	499605.6563	3851197.5	0	0	0
984	1414	502084.4688	3849579.5	0	0	0
985	1402	502275.875	3849579.5	0	0	0
986	1402	502466.5625	3849579.75	0	0	0
987	1393	502656.625	3849579.75	0	0	0
988	1413	502084.4375	3849810.75	0	0	0
989	1402	502275.875	3849810.75	0	100000000	90000
990	1402	502466.5625	3849810.75	0	0	0
991	1392	502656.5938	3849810.75	0	0	0
992	1413	502084.4063	3850042	0	0	0
993	1402	502275.875	3850042	0	0	0
994	1402	502466.5625	3850042	0	0	0
995	1392	502656.5625	3850042	0	0	0
996	1410	502084.4063	3850272.75	0	0	0
997	1399	502275.9063	3850273	0	0	0
998	1399	502466.5625	3850273	0	0	0
999	1389	502656.5313	3850273	0	0	0
1000	308	501321.8125	3849579.5	0	0	0
1001	306	501513.1875	3849579.5	0	0	0
1002	306	501703.875	3849579.5	0	0	0
1003	304	501893.7813	3849579.5	0	0	0
1004	308	501321.7813	3849810.75	0	0	0
1005	306	501513.1875	3849810.75	0	0	0
1006	306	501703.875	3849810.75	0	0	0
1007	303	501893.7813	3849810.75	0	0	0
1008	308	501321.7813	3850042	0	0	0
1009	306	501513.1875	3850042	0	0	0
1010	306	501703.875	3850042	0	0	0
1011	303	501893.75	3850042	0	0	0
1012	307	501321.75	3850272.75	0	0	0
1013	305	501513.1875	3850272.75	0	0	0
1014	305	501703.875	3850272.75	0	0	0
1015	302	501893.7188	3850272.75	0	0	0
1016	2501	502084.375	3850504	0	0	0
1017	2479	502275.875	3850504	0	0	0
1018	2478	502466.5625	3850504	0	0	0
1019	2458	502656.5	3850504	0	0	0
1020	2496	502084.3438	3850735.5	0	0	0
1021	2473	502275.875	3850735.5	0	100000000	90000
1022	2473	502466.5625	3850735.5	0	0	0
1023	2453	502656.4688	3850735.5	0	0	0
1024	2497	502084.3125	3850966.5	0	0	0
1025	2473	502275.875	3850966.5	0	0	0
1026	2473	502466.5625	3850966.5	0	0	0
1027	2452	502656.4375	3850966.5	0	0	0
1028	2492	502084.3125	3851197.5	0	0	0
1029	2469	502275.9063	3851197.5	0	0	0
1030	2469	502466.5625	3851197.5	0	0	0
1031	2448	502656.4063	3851197.5	0	0	0
1032	540	504372.8125	3849580	0	0	0
1033	537	504563.9688	3849580	0	0	0
1034	537	504754.6563	3849580	0	0	0
1035	534	504944.7813	3849580	0	0	0
1036	542	504372.75	3849810.75	0	0	0
1037	539	504563.9688	3849810.75	0	0	0
1038	539	504754.6563	3849810.75	0	0	0
1039	536	504944.7188	3849810.75	0	0	0
1040	543	504372.6875	3850042	0	0	0
1041	539	504563.9688	3850042	0	0	0
1042	539	504754.6563	3850042	0	0	0
1043	535	504944.6563	3850042	0	0	0
1044	543	504372.6563	3850273.25	0	0	0
1045	540	504563.9688	3850273.25	0	0	0
1046	540	504754.6563	3850273.25	0	0	0
1047	536	504944.625	3850273.5	0	0	0
1048	565	503609.9688	3849579.75	0	0	0
1049	561	503801.2813	3849579.75	0	0	0
1050	561	503991.9375	3849580	0	0	0
1051	558	504182.125	3849580	0	0	0
1052	566	503609.9375	3849810.75	0	0	0
1053	562	503801.2813	3849810.75	0	0	0
1054	562	503991.9688	3849810.75	0	0	0
1055	559	504182.0938	3849810.75	0	100000000	90000
1056	566	503609.875	3850042	0	0	0
1057	562	503801.2813	3850042	0	0	0
1058	562	503991.9688	3850042	0	0	0
1059	558	504182.0313	3850042	0	0	0
1060	566	503609.8438	3850273	0	0	0
1061	562	503801.2813	3850273.25	0	0	0
1062	562	503991.9688	3850273.25	0	0	0
1063	558	504181.9688	3850273.25	0	0	0
1064	777	502847.3125	3849579.75	0	0	0
1065	772	503038.5938	3849579.75	0	0	0
1066	772	503229.25	3849579.75	0	0	0
1067	766	503419.2813	3849579.75	0	0	0
1068	778	502847.2813	3849810.75	0	0	0
1069	772	503038.5938	3849810.75	0	0	0
1070	772	503229.25	3849810.75	0	0	0
1071	767	503419.25	3849810.75	0	0	0
1072	778	502847.25	3850042	0	0	0
1073	772	503038.5938	3850042	0	100000000	90000
1074	772	503229.25	3850042	0	0	0
1075	766	503419.2188	3850042	0	0	0
1076	777	502847.2188	3850273	0	0	0
1077	771	503038.5938	3850273	0	0	0
1078	772	503229.25	3850273	0	0	0
1079	766	503419.1563	3850273	0	0	0
1080	672	504372.5938	3850504.5	0	0	0
1081	667	504563.9688	3850504.5	0	0	0
1082	666	504754.6563	3850504.5	0	0	0
1083	661	504944.5313	3850504.5	0	100000000	90000
1084	673	504372.5313	3850735.5	0	0	0
1085	668	504563.9688	3850735.5	0	0	0
1086	668	504754.6563	3850735.5	0	0	0
1087	662	504944.4688	3850735.5	0	0	0
1088	673	504372.5	3850966.5	0	0	0
1089	668	504563.9688	3850966.5	0	0	0
1090	668	504754.6563	3850966.5	0	0	0
1091	661	504944.4063	3850966.5	0	0	0
1092	675	504372.4375	3851198	0	0	0
1093	669	504563.9688	3851198	0	0	0
1094	669	504754.6563	3851198	0	0	0
1095	662	504944.375	3851198	0	0	0
1096	659	502847.1563	3850504.25	0	0	0
1097	653	503038.5938	3850504.25	0	0	0
1098	653	503229.25	3850504.25	0	0	0
1099	647	503419.125	3850504.25	0	0	0
1100	658	502847.125	3850735.5	0	0	0
1101	653	503038.5938	3850735.5	0	0	0
1102	653	503229.25	3850735.5	0	0	0
1103	647	503419.0625	3850735.5	0	0	0
1104	658	502847.0938	3850966.5	0	0	0
1105	653	503038.5938	3850966.5	0	0	0
1106	653	503229.25	3850966.5	0	0	0
1107	646	503419.0313	3850966.5	0	0	0
1108	657	502847.0625	3851197.75	0	100000000	90000
1109	652	503038.5938	3851197.75	0	0	0
1110	652	503229.25	3851197.75	0	0	0
1111	646	503419	3851197.75	0	0	0
1112	280	506660.9688	3849580.75	0	0	0
1113	279	506852.0625	3849580.75	0	0	0
1114	278	507042.7188	3849580.75	0	0	0
1115	277	507233.125	3849580.75	0	0	0
1116	283	506660.875	3849810.75	0	0	0
1117	281	506852.0625	3849810.75	0	0	0
1118	281	507042.75	3849810.75	0	0	0
1119	280	507233.0313	3849810.75	0	0	0
1120	283	506660.8125	3850042	0	0	0
1121	281	506852.0625	3850042	0	0	0
1122	281	507042.75	3850042	0	0	0
1123	280	507232.9375	3850042	0	0	0
1124	285	506660.7188	3850274	0	0	0
1125	283	506852.0625	3850274	0	100000000	50000
1126	284	507042.75	3850274	0	0	0
1127	282	507232.875	3850274.25	0	0	0
1128	457	505898.3125	3849580.5	0	0	0
1129	455	506089.3438	3849580.5	0	0	0
1130	454	506280.0313	3849580.5	0	0	0
1131	452	506470.2813	3849580.5	0	0	0
1132	460	505898.25	3849810.75	0	0	0
1133	458	506089.375	3849810.75	0	100000000	90000
1134	458	506280.0313	3849810.75	0	0	0
1135	455	506470.2188	3849810.75	0	0	0
1136	460	505898.1563	3850042	0	0	0
1137	458	506089.375	3850042	0	0	0
1138	458	506280.0313	3850042	0	0	0
1139	455	506470.125	3850042	0	0	0
1140	463	505898.0938	3850273.75	0	0	0
1141	460	506089.375	3850273.75	0	0	0
1142	461	506280.0625	3850273.75	0	0	0
1143	458	506470.0625	3850273.75	0	0	0
1144	566	505135.4688	3849580.25	0	100000000	90000
1145	563	505326.6563	3849580.25	0	0	0
1146	563	505517.3438	3849580.25	0	0	0
1147	560	505707.625	3849580.25	0	0	0
1148	569	505135.4063	3849810.75	0	0	0
1149	566	505326.6875	3849810.75	0	0	0
1150	566	505517.3438	3849810.75	0	0	0
1151	563	505707.5625	3849810.75	0	0	0
1152	570	505135.3438	3850042	0	0	0
1153	566	505326.6875	3850042	0	0	0
1154	566	505517.3438	3850042	0	0	0
1155	563	505707.5	3850042	0	0	0
1156	572	505135.2813	3850273.5	0	0	0
1157	568	505326.6875	3850273.5	0	0	0
1158	568	505517.3438	3850273.5	0	0	0
1159	565	505707.4375	3850273.5	0	0	0
1160	491	506660.625	3850505.25	0	0	0
1161	487	506852.0625	3850505.25	0	0	0
1162	487	507042.7188	3850505.25	0	0	0
1163	483	507232.75	3850505.25	0	0	0
1164	495	506660.5625	3850735.5	0	0	0
1165	491	506852.0625	3850735.5	0	0	0
1166	491	507042.75	3850735.5	0	0	0
1167	487	507232.6875	3850735.5	0	0	0
1168	496	506660.4688	3850966.75	0	0	0
1169	491	506852.0625	3850966.5	0	0	0
1170	491	507042.75	3850966.5	0	0	0
1171	487	507232.5938	3850966.5	0	0	0
1172	500	506660.4063	3851198.5	0	100000000	90000
1173	495	506852.0625	3851198.75	0	0	0
1174	495	507042.75	3851198.75	0	0	0
1175	491	507232.5	3851198.75	0	0	0
1176	780	505135.2188	3850504.75	0	0	0
1177	774	505326.6563	3850504.75	0	0	0
1178	773	505517.3438	3850504.75	0	0	0
1179	767	505707.3438	3850504.75	0	0	0
1180	783	505135.1563	3850735.5	0	0	0
1181	776	505326.6875	3850735.5	0	0	0
1182	776	505517.3438	3850735.5	0	0	0
1183	770	505707.2813	3850735.5	0	100000000	90000
1184	784	505135.0938	3850966.5	0	0	0
1185	776	505326.6875	3850966.5	0	0	0
1186	776	505517.3438	3850966.5	0	0	0
1187	769	505707.1875	3850966.5	0	0	0
1188	786	505135.0313	3851198.25	0	0	0
1189	779	505326.6875	3851198.25	0	0	0
1190	779	505517.3438	3851198.25	0	0	0
1191	772	505707.125	3851198.25	0	0	0
1192	138	508186.625	3849581.25	0	0	0
1193	138	508377.4375	3849581.25	0	0	0
1194	138	508568.125	3849581.5	0	0	0
1195	137	508758.625	3849581.5	0	100000000	50000
1196	140	508186.5313	3849810.75	0	0	0
1197	140	508377.4688	3849810.75	0	0	0
1198	140	508568.125	3849810.75	0	0	0
1199	139	508758.5313	3849810.75	0	0	0
1200	140	508186.4375	3850042	0	0	0
1201	140	508377.4688	3850042	0	0	0
1202	140	508568.125	3850042	0	0	0
1203	139	508758.4063	3850042	0	0	0
1204	142	508186.3438	3850274.5	0	0	0
1205	142	508377.4688	3850274.75	0	0	0
1206	142	508568.125	3850274.75	0	0	0
1207	141	508758.3125	3850274.75	0	0	0
1208	209	507423.7813	3849581	0	0	0
1209	209	507614.75	3849581	0	0	0
1210	209	507805.4063	3849581	0	0	0
1211	208	507995.9688	3849581.25	0	0	0
1212	212	507423.7188	3849810.75	0	0	0
1213	211	507614.75	3849810.75	0	100000000	50000
1214	211	507805.4375	3849810.75	0	0	0
1215	211	507995.875	3849810.75	0	0	0
1216	212	507423.625	3850042	0	0	0
1217	211	507614.75	3850042	0	0	0
1218	211	507805.4375	3850042	0	0	0
1219	211	507995.7813	3850042	0	0	0
1220	215	507423.5313	3850274.25	0	0	0
1221	213	507614.7813	3850274.25	0	0	0
1222	214	507805.4375	3850274.5	0	0	0
1223	213	507995.6875	3850274.5	0	0	0
1224	184	508186.2188	3850505.75	0	0	0
1225	183	508377.4375	3850505.75	0	0	0
1226	183	508568.125	3850506	0	0	0
1227	181	508758.1875	3850506	0	100000000	50000
1228	187	508186.125	3850735.5	0	0	0
1229	185	508377.4688	3850735.5	0	0	0
1230	185	508568.125	3850735.5	0	0	0
1231	184	508758.0938	3850735.5	0	0	0
1232	187	508186.0313	3850966.75	0	0	0
1233	185	508377.4688	3850966.5	0	0	0
1234	185	508568.125	3850966.5	0	0	0
1235	184	508757.9688	3850966.5	0	0	0
1236	189	508185.9375	3851199.25	0	0	0
1237	188	508377.4688	3851199.25	0	0	0
1238	188	508568.125	3851199.5	0	0	0
1239	186	508757.875	3851199.5	0	100000000	50000
1240	29	509712.125	3849582	0	0	0
1241	29	509902.8438	3849582.25	0	0	0
1242	29	510093.5	3849582.25	0	0	0
1243	28	510282.7813	3849583.75	0	0	0
1244	29	509712.0313	3849810.75	0	0	0
1245	29	509902.8438	3849810.75	0	0	0
1246	29	510093.5313	3849810.75	0	0	0
1247	29	510284	3849810.75	0	0	0
1248	29	509711.9063	3850042	0	0	0
1249	29	509902.8438	3850042	0	0	0
1250	29	510093.5313	3850042	0	0	0
1251	29	510283.875	3850042	0	0	0
1252	30	509711.7813	3850275.25	0	0	0
1253	30	509902.8438	3850275.5	0	0	0
1254	30	510093.5313	3850275.5	0	100000000	50000
1255	30	510283.75	3850275.5	0	0	0
1256	39	508949.2813	3849581.75	0	0	0
1257	39	509140.125	3849581.75	0	0	0
1258	39	509330.8125	3849581.75	0	0	0
1259	39	509521.4688	3849582	0	0	0
1260	40	508949.1875	3849810.75	0	0	0
1261	40	509140.1563	3849810.75	0	0	0
1262	40	509330.8125	3849810.75	0	100000000	50000
1263	40	509521.3438	3849810.75	0	0	0
1264	40	508949.0938	3850042	0	0	0
1265	40	509140.1563	3850042	0	0	0
1266	40	509330.8125	3850042	0	0	0
1267	40	509521.2188	3850042	0	0	0
1268	40	508949	3850275	0	0	0
1269	40	509140.1563	3850275	0	0	0
1270	40	509330.8438	3850275	0	0	0
1271	40	509521.125	3850275.25	0	0	0
1272	108	508948.8438	3850506	0	0	0
1273	107	509140.125	3850506.25	0	0	0
1274	107	509330.8125	3850506.25	0	0	0
1275	106	509520.9688	3850506.25	0	0	0
1276	110	508948.75	3850735.5	0	0	0
1277	109	509140.1563	3850735.5	0	0	0
1278	109	509330.8125	3850735.5	0	0	0
1279	108	509520.875	3850735.5	0	0	0
1280	110	508948.6563	3850966.75	0	0	0
1281	109	509140.1563	3850966.5	0	0	0
1282	109	509330.8125	3850966.5	0	0	0
1283	108	509520.75	3850966.5	0	0	0
1284	112	508948.5313	3851199.5	0	0	0
1285	111	509140.1563	3851199.75	0	0	0
1286	111	509330.8438	3851199.75	0	0	0
